% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.524786420e+01 +6.524786420e+01 +5.603786420e+01 +5.603786420e+01 +1.1906e+00 -1.1438e+00
3 +1.018159511e+01 +1.018159511e+01 +9.715951058e-01 +9.715951058e-01 +1.4100e+00 +4.3408e+00
10 +9.235536223e+00 +9.235536223e+00 +2.553622292e-02 +2.553622292e-02 +2.3446e-01 +4.5530e+00
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.715986521e+01 +2.715986521e+01 +6.831498652e+02 +6.831498652e+02 -1.9209e+00 -2.9761e+00
2 +1.941500731e+01 +1.941500731e+01 +6.754050073e+02 +6.754050073e+02 -2.0662e+00 -3.7651e+00
8 +4.714624050e+00 +4.714624050e+00 +6.607046241e+02 +6.607046241e+02 +3.6895e-01 -4.9916e+00
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.712200333e+01 +2.712200333e+01 +9.383200333e+01 +9.383200333e+01 -2.4271e+00 -2.5451e+00
4 +9.844076945e+00 +9.844076945e+00 +7.655407695e+01 +7.655407695e+01 -4.5336e+00 -4.0622e+00
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.713866193e+00 +2.713866193e+00 +9.443838662e+02 +9.443838662e+02 -2.5899e+00 -4.9696e+00
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.040069315e+02 +1.040069315e+02 +6.655693155e+01 +6.655693155e+01 +8.1441e-01 -4.9821e+00
2 +6.869329907e+01 +6.869329907e+01 +3.124329907e+01 +3.124329907e+01 +9.1475e-01 -1.4608e+00
3 +3.507720059e+01 +3.507720059e+01 -2.372799414e+00 -2.372799414e+00 -1.5575e+00 +2.1480e+00
% function evaluation | noise-free fitness - Fopt (-4.450500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
