% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.991320381e+06 +4.991320381e+06 +4.991265441e+06 +4.991265441e+06 -1.7416e+00 -3.8398e+00
8 +1.228854127e+05 +1.228854127e+05 +1.228304727e+05 +1.228304727e+05 +3.8174e+00 -3.0580e+00
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.175213083e+06 +3.175213083e+06 +3.175272213e+06 +3.175272213e+06 -3.2637e+00 +4.9964e-01
9 +1.725214778e+06 +1.725214778e+06 +1.725273908e+06 +1.725273908e+06 -4.8509e+00 +2.8829e+00
10 +1.205957215e+06 +1.205957215e+06 +1.206016345e+06 +1.206016345e+06 +3.6292e+00 -4.7354e+00
% function evaluation | noise-free fitness - Fopt (-4.915300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.326107282e+07 +1.326107282e+07 +1.326058129e+07 +1.326058129e+07 -8.0955e-01 -4.7865e+00
4 +2.037780316e+06 +2.037780316e+06 +2.037288786e+06 +2.037288786e+06 -4.5500e+00 +9.0004e-01
5 +2.533812862e+05 +2.533812862e+05 +2.528897562e+05 +2.528897562e+05 +5.3907e-01 -5.1861e-01
% function evaluation | noise-free fitness - Fopt (-1.702000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.347980659e+05 +2.347980659e+05 +2.346278659e+05 +2.346278659e+05 +2.4181e+00 -4.8563e+00
% function evaluation | noise-free fitness - Fopt (-4.697500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.767211266e+07 +5.767211266e+07 +5.767164291e+07 +5.767164291e+07 +3.7786e+00 +4.6300e+00
4 +5.839031893e+06 +5.839031893e+06 +5.838562143e+06 +5.838562143e+06 -3.0898e-01 -7.0337e-01
