% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.730707071e+02 +4.730707071e+02 +6.222207071e+02 +6.222207071e+02 -1.1247e+00 +8.0642e-01
4 +3.296293209e+02 +3.296293209e+02 +4.787793209e+02 +4.787793209e+02 -1.7237e+00 +8.8393e-01
5 +1.113227086e+02 +1.113227086e+02 +2.604727086e+02 +2.604727086e+02 -9.2133e-01 -2.4044e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.031449944e+05 +2.031449944e+05 +2.021449944e+05 +2.021449944e+05 +3.2010e+00 +4.8005e+00
2 +4.086948053e+03 +4.086948053e+03 +3.086948053e+03 +3.086948053e+03 -2.4762e+00 -4.3337e+00
3 +2.899543962e+02 +2.899543962e+02 -7.100456038e+02 -7.100456038e+02 -4.7975e+00 -6.1381e-01
8 +5.598703587e+01 +5.598703587e+01 -9.440129641e+02 -9.440129641e+02 -1.6503e+00 +4.2688e+00
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.200928037e+05 +1.200928037e+05 +1.201914237e+05 +1.201914237e+05 +4.2216e+00 -4.7595e-01
2 +9.038688176e+02 +9.038688176e+02 +1.002488818e+03 +1.002488818e+03 -3.3311e+00 -2.8152e+00
5 +8.723817826e+01 +8.723817826e+01 +1.858581783e+02 +1.858581783e+02 +4.2408e-01 +1.8960e+00
% function evaluation | noise-free fitness - Fopt (-4.715000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.595644113e+03 +2.595644113e+03 +2.548494113e+03 +2.548494113e+03 +1.7640e+00 +2.6852e+00
2 +6.596585607e+02 +6.596585607e+02 +6.125085607e+02 +6.125085607e+02 -8.0153e-01 +1.0469e+00
10 +5.791519455e+01 +5.791519455e+01 +1.076519455e+01 +1.076519455e+01 -2.9881e+00 +1.6593e+00
% function evaluation | noise-free fitness - Fopt (3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.577620494e+03 +5.577620494e+03 +5.615140494e+03 +5.615140494e+03 -1.4831e+00 -1.5876e+00
3 +3.341785385e+02 +3.341785385e+02 +3.716985385e+02 +3.716985385e+02 +2.3368e+00 -4.2421e-01
5 +1.488265147e+02 +1.488265147e+02 +1.863465147e+02 +1.863465147e+02 +2.8634e+00 +1.3638e-01
6 +1.358231998e+01 +1.358231998e+01 +5.110231998e+01 +5.110231998e+01 -3.5857e-02 -3.7259e-01
% function evaluation | noise-free fitness - Fopt (-2.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.157558654e+04 +1.157558654e+04 +1.154578654e+04 +1.154578654e+04 +1.4583e+00 +2.4188e+00
2 +3.567776648e+03 +3.567776648e+03 +3.537976648e+03 +3.537976648e+03 -7.1918e-01 -3.5493e+00
4 +1.830547381e+03 +1.830547381e+03 +1.800747381e+03 +1.800747381e+03 -1.8166e+00 +4.8770e+00
9 +2.714515316e+01 +2.714515316e+01 -2.654846840e+00 -2.654846840e+00 -3.6035e+00 +2.3251e+00
% function evaluation | noise-free fitness - Fopt (8.140000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.493586071e+03 +1.493586071e+03 +1.574986071e+03 +1.574986071e+03 -2.5385e+00 +1.5560e+00
2 +1.396665604e+02 +1.396665604e+02 +2.210665604e+02 +2.210665604e+02 -1.1126e+00 +2.8308e-01
4 +9.649645179e+00 +9.649645179e+00 +9.104964518e+01 +9.104964518e+01 -2.0250e+00 -2.5706e+00
% function evaluation | noise-free fitness - Fopt (-1.835000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.385836186e+03 +3.385836186e+03 +3.367486186e+03 +3.367486186e+03 +1.8393e+00 -1.6863e+00
2 +2.240499764e+02 +2.240499764e+02 +2.056999764e+02 +2.056999764e+02 -1.0618e+00 +4.4711e-01
% function evaluation | noise-free fitness - Fopt (-9.987000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.649716103e+00 +8.649716103e+00 -9.122028390e+01 -9.122028390e+01 -1.9646e+00 -3.9982e+00
% function evaluation | noise-free fitness - Fopt (7.680000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.437922278e+03 +2.437922278e+03 +2.445602278e+03 +2.445602278e+03 -1.4327e+00 -4.2580e+00
2 +6.424130949e+02 +6.424130949e+02 +6.500930949e+02 +6.500930949e+02 -1.5047e+00 -1.8932e+00
5 +5.084432782e+02 +5.084432782e+02 +5.161232782e+02 +5.161232782e+02 -8.8608e-02 +1.0524e+00
6 +8.948987784e+01 +8.948987784e+01 +9.716987784e+01 +9.716987784e+01 -5.4837e-01 +2.9468e+00
% function evaluation | noise-free fitness - Fopt (-1.809300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
