% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.694819247e+02 +4.694819247e+02 +2.885519247e+02 +2.885519247e+02 -2.5927e+00 -3.3025e+00
8 +4.134634900e+00 +4.134634900e+00 -1.767953651e+02 -1.767953651e+02 -1.3847e+00 +2.2607e-01
% function evaluation | noise-free fitness - Fopt (-3.674000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.277007179e+05 +1.277007179e+05 +1.276639779e+05 +1.276639779e+05 +3.0325e+00 -6.6213e-01
2 +3.305482727e+00 +3.305482727e+00 -3.343451727e+01 -3.343451727e+01 -2.6627e+00 +8.6691e-02
% function evaluation | noise-free fitness - Fopt (1.151100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.989473166e+04 +8.989473166e+04 +9.000984166e+04 +9.000984166e+04 -4.7095e+00 +1.7468e+00
2 +1.095164651e+02 +1.095164651e+02 +2.246264651e+02 +2.246264651e+02 +1.4981e+00 -4.9037e+00
% function evaluation | noise-free fitness - Fopt (1.759000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.999121581e+04 +1.999121581e+04 +2.000880581e+04 +2.000880581e+04 +3.3933e+00 -2.2316e+00
3 +3.173887656e+02 +3.173887656e+02 +3.349787656e+02 +3.349787656e+02 +4.5941e-01 -1.1565e+00
5 +1.383182207e+01 +1.383182207e+01 +3.142182207e+01 +3.142182207e+01 +7.0067e-02 +7.8099e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.254154473e+04 +2.254154473e+04 +2.354154473e+04 +2.354154473e+04 +9.8776e-01 +1.4069e+00
4 +1.081349866e+03 +1.081349866e+03 +2.081349866e+03 +2.081349866e+03 -4.3286e+00 +2.4191e+00
8 +8.957909946e+02 +8.957909946e+02 +1.895790995e+03 +1.895790995e+03 -3.5813e+00 +1.1419e+00
9 +3.608796026e+02 +3.608796026e+02 +1.360879603e+03 +1.360879603e+03 -1.6989e+00 -1.2792e+00
